version,paper_universe,setup_id,ticker,confirm_time_utc,observed_run_time_utc,theoretical_next_bar_time_utc,theoretical_next_bar_open,structural_stop,level,level_touches,breakout_i,retest_i,confirm_i,entry_i,status,note
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|NFLX|2T|864|865|866,NFLX,2026-08-10 15:30:00+00:00,2026-08-10 17:40:07.064141+00:00,2026-08-10 16:30:00+00:00,75.73999786376953,72.99230867707342,74.52499771118164,2,864,865,866,867,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|TMUS|2T|860|861|862,TMUS,2026-08-10 18:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 19:30:00+00:00,176.61000061035156,172.7288483160319,175.63249969482422,2,860,861,862,863,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|JPM|2T|858|863|865,JPM,2026-08-11 14:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-11 15:30:00+00:00,361.1000061035156,352.82841156536574,359.17498779296875,2,858,863,865,866,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|LLY|3T|857|859|860,LLY,2026-08-10 16:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 17:30:00+00:00,1216.77001953125,1157.8786357769982,1206.93994140625,3,857,859,860,861,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|WMT|2T|861|862|863,WMT,2026-08-10 19:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-11 13:30:00+00:00,112.50499725341795,110.59024972463244,111.83499908447266,2,861,862,863,864,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|JNJ|4T|857|858|860,JNJ,2026-08-10 16:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 17:30:00+00:00,260.6499938964844,254.7115401758992,259.4225006103516,4,857,858,860,861,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|CRM|2T|858|859|860,CRM,2026-08-10 16:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 17:30:00+00:00,198.0800018310547,182.457103537998,194.81999969482425,2,858,859,860,861,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|ACN|2T|857|858|859,ACN,2026-08-10 15:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 16:30:00+00:00,179.02999877929688,157.18000655631184,176.04999542236328,2,857,858,859,860,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|MS|2T|855|856|858,MS,2026-08-10 14:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 15:30:00+00:00,217.17999267578125,211.42545588094293,215.6624984741211,2,855,856,858,859,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|LMT|2T|854|855|857,LMT,2026-08-10 13:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 14:30:00+00:00,602.0250244140625,575.8651202594936,585.1699829101562,2,854,855,857,858,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|CMCSA|2T|859|861|863,CMCSA,2026-08-10 19:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-11 13:30:00+00:00,25.100000381469727,24.8918260320976,25.00500011444092,2,859,861,863,864,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|C|4T|858|863|864,C,2026-08-11 13:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-11 14:30:00+00:00,136.00999450683594,133.7556171705314,135.06499481201172,4,858,863,864,865,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|USB|5T|858|861|863,USB,2026-08-10 19:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-11 13:30:00+00:00,64.18000030517578,63.03386847785717,64.125,5,858,861,863,864,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|EOG|2T|859|860|861,EOG,2026-08-10 17:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 18:30:00+00:00,142.22999572753906,134.01190351642234,140.3799057006836,2,859,860,861,862,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|MPC|2T|859|860|861,MPC,2026-08-10 17:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 18:30:00+00:00,316.7300109863281,295.29259328040564,312.30499267578125,2,859,860,861,862,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|VLO|4T|858|859|860,VLO,2026-08-10 16:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 17:30:00+00:00,313.8399963378906,290.4109822667833,310.26499938964844,4,858,859,860,861,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|EMR|2T|860|862|864,EMR,2026-08-11 13:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-11 14:30:00+00:00,162.1999969482422,156.9688336588226,159.2449951171875,2,860,862,864,865,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|FDX|7T|855|856|857,FDX,2026-08-10 13:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 14:30:00+00:00,320.2300109863281,312.7333072941991,318.5,7,855,856,857,858,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|BMY|2T|859|861|862,BMY,2026-08-10 18:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 19:30:00+00:00,65.16999816894531,63.93000533183661,64.95249938964844,2,859,861,862,863,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|TFC|3T|863|865|866,TFC,2026-08-11 15:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-11 16:30:00+00:00,52.28499984741211,51.74270452031399,51.845001220703125,3,863,865,866,867,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|PRU|2T|863|865|866,PRU,2026-08-11 15:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-11 16:30:00+00:00,122.5199966430664,120.30468407404604,121.80500030517578,2,863,865,866,867,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|OXY|2T|858|859|860,OXY,2026-08-10 16:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 17:30:00+00:00,58.525001525878906,54.967609122739184,57.875,2,858,859,860,861,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|KMI|2T|864|865|866,KMI,2026-08-11 15:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-11 16:30:00+00:00,31.565000534057617,30.71619395447124,31.394999504089355,2,864,865,866,867,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|WMB|2T|861|862|863,WMB,2026-08-10 19:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-11 13:30:00+00:00,72.12999725341797,70.09776158051173,71.57999801635742,2,861,862,863,864,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|HAL|2T|862|863|864,HAL,2026-08-11 13:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-11 14:30:00+00:00,33.83000183105469,31.698964102128024,33.61344909667969,2,862,863,864,865,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|STLD|2T|859|860|862,STLD,2026-08-10 18:30:00+00:00,2026-08-11 18:03:33.894717+00:00,2026-08-10 19:30:00+00:00,268.4700012207031,255.1916529793511,267.09999084472656,2,859,860,862,863,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|NFLX|2T|854|855|856,NFLX,2026-08-10 15:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 16:30:00+00:00,75.73999786376953,72.99230867707342,74.52499771118164,2,854,855,856,857,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|TMUS|2T|857|858|859,TMUS,2026-08-10 18:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 19:30:00+00:00,176.61000061035156,172.72884830193868,175.63249969482422,2,857,858,859,860,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|JPM|2T|855|860|862,JPM,2026-08-11 14:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 15:30:00+00:00,361.1000061035156,352.82841156536574,359.17498779296875,2,855,860,862,863,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|LLY|3T|854|856|857,LLY,2026-08-10 16:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 17:30:00+00:00,1216.77001953125,1157.8787986001,1206.93994140625,3,854,856,857,858,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|WMT|2T|858|859|860,WMT,2026-08-10 19:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 13:30:00+00:00,112.50499725341795,110.59024972463244,111.83499908447266,2,858,859,860,861,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|JNJ|4T|854|855|857,JNJ,2026-08-10 16:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 17:30:00+00:00,260.6499938964844,254.71154017588148,259.4225006103516,4,854,855,857,858,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|ABBV|3T|860|862|864,ABBV,2026-08-11 16:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 17:30:00+00:00,249.1999969482422,243.57463638446785,247.75,3,860,862,864,865,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|MCD|3T|860|864|866,MCD,2026-08-11 18:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 19:30:00+00:00,272.9200134277344,269.95602095217737,272.5,3,860,864,866,867,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|CRM|2T|855|856|857,CRM,2026-08-10 16:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 17:30:00+00:00,198.0800018310547,182.457103537998,194.81999969482425,2,855,856,857,858,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|ACN|2T|854|855|856,ACN,2026-08-10 15:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 16:30:00+00:00,179.02999877929688,157.18000655631184,176.04999542236328,2,854,855,856,857,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|MS|2T|852|853|855,MS,2026-08-10 14:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 15:30:00+00:00,217.17999267578125,211.425457535688,215.6624984741211,2,852,853,855,856,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|CVX|2T|861|865|866,CVX,2026-08-11 18:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 19:30:00+00:00,196.5399932861328,185.68584649807147,195.6650009155273,2,861,865,866,867,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|ABT|3T|861|864|865,ABT,2026-08-11 17:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 18:30:00+00:00,109.6500015258789,106.9867574827018,109.26000213623048,3,861,864,865,866,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|DHR|2T|859|864|866,DHR,2026-08-11 18:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 19:30:00+00:00,208.1699981689453,200.3562166102197,206.80750274658203,2,859,864,866,867,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|SBUX|5T|861|865|866,SBUX,2026-08-11 18:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 19:30:00+00:00,106.5,104.3216765586718,105.69000244140624,5,861,865,866,867,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|LMT|2T|851|852|854,LMT,2026-08-10 13:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 14:30:00+00:00,602.0250244140625,575.8651202594936,585.1699829101562,2,851,852,854,855,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|GILD|5T|861|862|864,GILD,2026-08-11 16:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 17:30:00+00:00,136.6300048828125,131.2769839365788,134.1300048828125,5,861,862,864,865,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|CMCSA|2T|856|858|860,CMCSA,2026-08-10 19:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 13:30:00+00:00,25.100000381469727,24.93713427350904,25.00500011444092,2,856,858,860,861,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|C|4T|855|860|861,C,2026-08-11 13:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 14:30:00+00:00,136.00999450683594,133.7556171705314,135.06499481201172,4,855,860,861,862,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|USB|5T|855|858|860,USB,2026-08-10 19:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 13:30:00+00:00,64.18000030517578,63.03386847785717,64.125,5,855,858,860,861,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|PNC|4T|862|863|865,PNC,2026-08-11 17:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 18:30:00+00:00,253.259994506836,250.30254748893108,252.5999984741211,4,862,863,865,866,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|EOG|2T|856|857|858,EOG,2026-08-10 17:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 18:30:00+00:00,142.22999572753906,134.01190351642234,140.3799057006836,2,856,857,858,859,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|MPC|2T|856|857|858,MPC,2026-08-10 17:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 18:30:00+00:00,316.7300109863281,295.2925964582354,312.30499267578125,2,856,857,858,859,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|VLO|4T|855|856|857,VLO,2026-08-10 16:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 17:30:00+00:00,313.8399963378906,290.4109822667833,310.26499938964844,4,855,856,857,858,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|EMR|2T|857|859|861,EMR,2026-08-11 13:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 14:30:00+00:00,162.1999969482422,156.9688336588226,159.2449951171875,2,857,859,861,862,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|FDX|7T|852|853|854,FDX,2026-08-10 13:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 14:30:00+00:00,320.2300109863281,312.7333072941991,318.5,7,852,853,854,855,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|BMY|2T|856|858|859,BMY,2026-08-10 18:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 19:30:00+00:00,65.16999816894531,63.93000533183661,64.95249938964844,2,856,858,859,860,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|GIS|2T|863|864|866,GIS,2026-08-11 18:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 19:30:00+00:00,37.93999862670898,36.321251197275856,37.54750061035156,2,863,864,866,867,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|TFC|3T|860|862|863,TFC,2026-08-11 15:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 16:30:00+00:00,52.28499984741211,51.74270452031399,51.845001220703125,3,860,862,863,864,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|OXY|2T|855|856|857,OXY,2026-08-10 16:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-10 17:30:00+00:00,58.525001525878906,54.967609122739184,57.875,2,855,856,857,858,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|KMI|2T|861|862|863,KMI,2026-08-11 15:30:00+00:00,2026-08-11 21:28:18.886882+00:00,2026-08-11 16:30:00+00:00,31.565000534057617,30.71619395447124,31.394999504089355,2,861,862,863,864,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
